output_index,tx_index,adr_index,input_value,spent_index
210010,24994,209431,5000000000,21001
176320,24994,175811,5000000000,17632
215570,24994,214991,5000000000,21557
210250,24994,209671,5000000000,21025
204940,24994,204371,5000000000,20494
229330,24994,228691,5000000000,22933
196960,24994,196401,5000000000,19696
215380,24994,214801,5000000000,21538
163080,24994,162571,5000000000,16308
162880,24994,162371,5000000000,16288
150560,24994,150061,5000000000,15056
205420,24994,204851,5000000000,20542
241850,24994,241121,5000000000,24185
130310,24994,129861,5000000000,13031
229110,24994,228471,5000000000,22911
146100,24994,145611,5000000000,14610
204560,24994,203991,5000000000,20456
233010,24994,232351,5000000000,23301
129560,24994,129111,5000000000,12956
130280,24994,129831,5000000000,13028
183900,24994,183361,5000000000,18390
232480,24994,231821,5000000000,23248
201180,24994,200611,5000000000,20118
205050,24994,204481,5000000000,20505
228860,24994,228221,5000000000,22886
141320,24994,140851,5000000000,14132
215580,24994,215001,5000000000,21558
109620,24994,109241,5000000000,10962
190980,24994,190421,5000000000,19098
218020,24994,217421,5000000000,21802
208590,24994,208021,5000000000,20859
160290,24994,159791,5000000000,16029
230650,24994,230011,5000000000,23065
201920,24994,201351,5000000000,20192
244660,24994,243921,5000000000,24466
247400,24994,246651,5000000000,24740
248570,24994,247821,5000000000,24857
245150,25255,244411,5000000000,24515
249450,25255,248701,5000000000,24945
249950,25255,249191,5000000000,24995
248050,25255,247301,5000000000,24805
245400,25255,244661,5000000000,24540
250510,25255,249751,5000000000,25051
244550,25255,243811,5000000000,24455
240940,25255,240221,5000000000,24094
250660,25255,249901,5000000000,25066
250300,25255,249541,5000000000,25030
244720,25255,243981,5000000000,24472
251270,25255,250511,5000000000,25127
243370,25255,242641,5000000000,24337
250820,25255,250061,5000000000,25082
244920,25255,244181,5000000000,24492
248110,25255,247361,5000000000,24811
247750,25255,247001,5000000000,24775
249090,25255,248341,5000000000,24909
248750,25255,248001,5000000000,24875
249690,25255,248941,5000000000,24969
248780,25255,248031,5000000000,24878
246780,25255,246031,5000000000,24678
245320,25255,244581,5000000000,24532
246020,25255,245271,5000000000,24602
249380,25255,248631,5000000000,24938
245980,25255,245231,5000000000,24598
245880,25255,245141,5000000000,24588
245100,25255,244361,5000000000,24510
245250,25255,244511,5000000000,24525
249420,25255,248671,5000000000,24942
248580,25255,247831,5000000000,24858
249870,25255,249121,5000000000,24987
242740,25255,242011,5000000000,24274
245350,25255,244611,5000000000,24535
249200,25255,248451,5000000000,24920
247840,25255,247091,5000000000,24784
251330,25255,250571,5000000000,25133
248010,25255,247261,5000000000,24801
244940,25255,244201,5000000000,24494
246300,25255,245551,5000000000,24630
250860,25255,250101,5000000000,25086
245920,25255,245172,70000000000,24592
246380,25255,245631,5000000000,24638
250560,25255,249801,5000000000,25056
245300,25255,244561,5000000000,24530
246030,25255,245281,5000000000,24603
250280,25255,249521,5000000000,25028
246960,25255,246211,5000000000,24696
250900,25255,250141,5000000000,25090
246500,25255,245751,5000000000,24650
249940,25255,245172,505000000000,24994
247800,25255,247051,5000000000,24780
249680,25255,248931,5000000000,24968
247650,25255,246901,5000000000,24765
246710,25255,245961,5000000000,24671
249300,25255,248551,5000000000,24930
249590,25255,248841,5000000000,24959
246840,25255,246091,5000000000,24684
249650,25255,248901,5000000000,24965
250770,25255,250011,5000000000,25077
245800,25255,245061,5000000000,24580
247600,25255,246851,5000000000,24760
249350,25255,248601,5000000000,24935
249900,25255,249151,5000000000,24990
245430,25255,244691,5000000000,24543
246530,25255,245781,5000000000,24653
245040,25255,244301,5000000000,24504
245450,25255,244711,5000000000,24545
244850,25255,244111,5000000000,24485
246170,25255,245421,5000000000,24617
248770,25255,248021,5000000000,24877
244840,25255,244101,5000000000,24484
245050,25255,244311,5000000000,24505
250420,25255,249661,5000000000,25042
248140,25255,247391,5000000000,24814
247510,25255,246761,5000000000,24751
249820,25255,249071,5000000000,24982
248590,25255,247841,5000000000,24859
246560,25255,245811,5000000000,24656
248760,25255,248011,5000000000,24876
247040,25255,246291,5000000000,24704
251490,25367,250731,5000000000,25149
252300,25367,251541,5000000000,25230
251440,25367,250681,5000000000,25144
252420,25367,251661,5000000000,25242
251410,25367,250651,5000000000,25141
252100,25367,251341,5000000000,25210
252380,25367,251621,5000000000,25238
232271,25630,222871,4988000000,23227
246670,25630,245921,5000000000,24667
245780,25630,245041,5000000000,24578
246370,25630,245621,5000000000,24637
243020,25630,242291,5000000000,24302
245120,25630,244381,5000000000,24512
250960,25630,250201,5000000000,25096
240920,25630,240201,5000000000,24092
244370,25630,243631,5000000000,24437
246640,25630,245891,5000000000,24664
251780,25630,251021,5000000000,25178
251420,25630,250661,5000000000,25142
245370,25630,244631,5000000000,24537
245410,25630,244671,5000000000,24541
244330,25630,243591,5000000000,24433
241120,25630,240401,5000000000,24112
245610,25630,244871,5000000000,24561
244260,25630,243521,5000000000,24426
247480,25630,246731,5000000000,24748
246420,25630,245671,5000000000,24642
249250,25630,248501,5000000000,24925
246040,25630,245291,5000000000,24604
251860,25630,251101,5000000000,25186
246770,25630,246021,5000000000,24677
251180,25630,250421,5000000000,25118
248800,25630,248051,5000000000,24880
244570,25630,243831,5000000000,24457
249540,25630,248791,5000000000,24954
244230,25630,243491,5000000000,24423
252020,25630,251261,5000000000,25202
251380,25630,250621,5000000000,25138
241770,25630,241041,5000000000,24177
246600,25630,245851,5000000000,24660
243980,25630,243241,5000000000,24398
249990,25630,249231,5000000000,24999
248380,25630,247631,5000000000,24838
252970,25630,252211,5000000000,25297
245760,25630,245021,5000000000,24576
252060,25630,251301,5000000000,25206
243850,25630,243111,5000000000,24385
243380,25630,242651,5000000000,24338
251070,25630,250311,5000000000,25107
244900,25630,244161,5000000000,24490
240210,25630,239501,5000000000,24021
243280,25630,242551,5000000000,24328
252980,25630,252221,5000000000,25298
244150,25630,243411,5000000000,24415
251600,25630,250841,5000000000,25160
250940,25630,250181,5000000000,25094
237360,25630,236681,5000000000,23736
244390,25630,243651,5000000000,24439
237590,25630,236911,5000000000,23759
247950,25630,247201,5000000000,24795
240230,25630,239521,5000000000,24023
250120,25630,249361,5000000000,25012
249530,25630,248781,5000000000,24953
248990,25630,248241,5000000000,24899
243990,25630,243251,5000000000,24399
247170,25630,246421,5000000000,24717
244420,25630,243681,5000000000,24442
251810,25630,251051,5000000000,25181
251460,25630,250701,5000000000,25146
248180,25630,247431,5000000000,24818
243250,25630,242521,5000000000,24325
248630,25630,247881,5000000000,24863
251650,25630,250891,5000000000,25165
251030,25630,250271,5000000000,25103
247640,25630,246891,5000000000,24764
251970,25630,251211,5000000000,25197
246870,25630,246121,5000000000,24687
252800,25630,252041,5000000000,25280
252740,25630,251981,5000000000,25274
252840,25630,252081,5000000000,25284
250910,25630,250151,5000000000,25091
242770,25630,242041,5000000000,24277
246830,25630,246081,5000000000,24683
246160,25630,245411,5000000000,24616
243860,25630,243121,5000000000,24386
249240,25630,248491,5000000000,24924
246880,25630,246131,5000000000,24688
246010,25630,245261,5000000000,24601
243680,25630,242951,5000000000,24368
244210,25630,243471,5000000000,24421
244790,25630,244051,5000000000,24479
244400,25630,243661,5000000000,24440
245010,25630,244271,5000000000,24501
244290,25630,243551,5000000000,24429
247200,25630,246451,5000000000,24720
241200,25630,240481,5000000000,24120
250740,25630,249981,5000000000,25074
241040,25630,240321,5000000000,24104
247290,25630,246541,5000000000,24729
252390,25630,251631,5000000000,25239
252500,25630,251741,5000000000,25250
249160,25630,248411,5000000000,24916
252520,25630,251761,5000000000,25252
240740,25630,240031,5000000000,24074
243960,25630,243221,5000000000,24396
252250,25630,251491,5000000000,25225
241910,25630,241181,5000000000,24191
250260,25630,249501,5000000000,25026
249290,25715,248541,5000000000,24929
242070,25715,241341,5000000000,24207
247050,25715,246301,5000000000,24705
245940,25715,245191,5000000000,24594
248280,25715,247531,5000000000,24828
250790,25715,250031,5000000000,25079
252860,25715,252101,5000000000,25286
247460,25715,246711,5000000000,24746
251710,25715,250951,5000000000,25171
249860,25715,249111,5000000000,24986
247160,25715,246411,5000000000,24716
246410,25715,245661,5000000000,24641
245870,25715,245131,5000000000,24587
251110,25715,250351,5000000000,25111
243620,25715,242891,5000000000,24362
249060,25715,248311,5000000000,24906
255540,25715,254771,5000000000,25554
256301,25715,222871,4976000000,25630
253410,25782,252651,5000000000,25341
256450,25782,255671,5000000000,25645
252990,25782,252231,5000000000,25299
253480,25782,252721,5000000000,25348
254510,25782,253741,5000000000,25451
256250,25782,255481,5000000000,25625
253300,25782,252541,5000000000,25330
253200,25782,252441,5000000000,25320
253260,25782,252501,5000000000,25326
252820,25782,252061,5000000000,25282
252580,25782,251821,5000000000,25258
252670,25782,251911,5000000000,25267
254410,25782,253641,5000000000,25441
253230,25782,252471,5000000000,25323
254940,25782,254171,5000000000,25494
255640,25782,254871,5000000000,25564
255700,25782,254931,5000000000,25570
256580,25782,255801,5000000000,25658
252550,25782,251792,970000000000,25255
256080,25782,255311,5000000000,25608
254430,25782,253661,5000000000,25443
255630,25782,254861,5000000000,25563
254630,25782,253861,5000000000,25463
254900,25782,254131,5000000000,25490
255400,25782,254631,5000000000,25540
256150,25782,255381,5000000000,25615
253010,25782,252251,5000000000,25301
253670,25782,251792,35000000000,25367
252590,25782,251831,5000000000,25259
255600,25782,254831,5000000000,25560
254100,25782,253331,5000000000,25410
256430,25782,255651,5000000000,25643
254300,25782,253531,5000000000,25430
254800,25782,254031,5000000000,25480
256210,25782,255441,5000000000,25621
256020,25782,255251,5000000000,25602
253530,25782,252771,5000000000,25353
253270,25782,252511,5000000000,25327
253750,25782,252981,5000000000,25375
253520,25782,252761,5000000000,25352
257560,25953,256771,5000000000,25756
258090,25953,257301,5000000000,25809
256800,25953,256021,5000000000,25680
257230,25953,256441,5000000000,25723
257770,25953,256981,5000000000,25777
256760,25953,255981,5000000000,25676
257820,25953,257032,1195000000000,25782
259210,26135,258421,5000000000,25921
258640,26135,257851,5000000000,25864
258760,26135,257971,5000000000,25876
259600,26135,258811,5000000000,25960
259770,26135,258981,5000000000,25977
259120,26135,258331,5000000000,25912
259530,26135,258742,1225000000000,25953
258540,26135,257751,5000000000,25854
259140,26135,258351,5000000000,25914
258890,26135,258101,5000000000,25889
259630,26135,258841,5000000000,25963
259580,26135,258791,5000000000,25958
259780,26135,258991,5000000000,25978
259280,26135,258491,5000000000,25928
259870,26135,259081,5000000000,25987
259030,26135,258241,5000000000,25903
260170,26246,259381,5000000000,26017
260770,26246,259981,5000000000,26077
260700,26246,259911,5000000000,26070
260670,26246,259881,5000000000,26067
260720,26246,259931,5000000000,26072
260480,26246,259691,5000000000,26048
260310,26246,259521,5000000000,26031
260880,26246,260091,5000000000,26088
260140,26246,259351,5000000000,26014
260710,26246,259921,5000000000,26071
260570,26280,259781,5000000000,26057
257840,26280,257051,5000000000,25784
257520,26280,256731,5000000000,25752
259560,26280,258771,5000000000,25956
260130,26280,259341,5000000000,26013
256320,26280,255541,5000000000,25632
260520,26280,259731,5000000000,26052
260390,26280,259601,5000000000,26039
256040,26280,255271,5000000000,25604
257910,26280,257121,5000000000,25791
259130,26280,258341,5000000000,25913
259330,26280,258541,5000000000,25933
260050,26280,259261,5000000000,26005
258350,26280,257561,5000000000,25835
260380,26280,259591,5000000000,26038
256900,26280,256121,5000000000,25690
260100,26280,259311,5000000000,26010
259700,26280,258911,5000000000,25970
259340,26280,258551,5000000000,25934
257850,26280,257061,5000000000,25785
258200,26280,257411,5000000000,25820
257470,26280,256681,5000000000,25747
259440,26280,258651,5000000000,25944
258810,26280,258021,5000000000,25881
260560,26280,259771,5000000000,26056
256460,26280,255681,5000000000,25646
259070,26280,258281,5000000000,25907
259690,26280,258901,5000000000,25969
258390,26280,257601,5000000000,25839
256490,26280,255711,5000000000,25649
257700,26280,256911,5000000000,25770
262130,26571,261341,5000000000,26213
262830,26571,262021,5000000000,26283
262490,26571,261691,5000000000,26249
263900,26571,263091,5000000000,26390
261860,26571,261071,5000000000,26186
263670,26571,262861,5000000000,26367
262030,26571,261241,5000000000,26203
261850,26571,261061,5000000000,26185
261990,26571,261201,5000000000,26199
262140,26571,261351,5000000000,26214
262460,26571,260562,50000000000,26246
263300,26571,262491,5000000000,26330
262680,26571,261881,5000000000,26268
263690,26571,262881,5000000000,26369
262410,26571,261621,5000000000,26241
262450,26571,261661,5000000000,26245
261150,26571,260361,5000000000,26115
261400,26571,260611,5000000000,26140
261640,26571,260851,5000000000,26164
263070,26571,262261,5000000000,26307
264140,26571,263331,5000000000,26414
263060,26571,262251,5000000000,26306
261790,26571,261001,5000000000,26179
262420,26571,261631,5000000000,26242
263540,26571,262731,5000000000,26354
263180,26571,262371,5000000000,26318
263880,26571,263071,5000000000,26388
261250,26571,260461,5000000000,26125
262510,26571,261711,5000000000,26251
263220,26571,262411,5000000000,26322
263000,26571,262191,5000000000,26300
263500,26571,262691,5000000000,26350
263840,26571,263031,5000000000,26384
261770,26571,260981,5000000000,26177
263830,26571,263021,5000000000,26383
263240,26571,262431,5000000000,26324
263640,26571,262831,5000000000,26364
261930,26571,261141,5000000000,26193
261350,26571,260562,1300000000000,26135
263710,26571,262901,5000000000,26371
263650,26571,262841,5000000000,26365
262640,26571,261841,5000000000,26264
265710,26984,264902,1550000000000,26571
264320,26985,263511,5000000000,26432
267980,26985,267171,5000000000,26798
266340,26985,265531,5000000000,26634
265980,26985,265171,5000000000,26598
266910,26985,266101,5000000000,26691
265630,26985,264821,5000000000,26563
268280,26985,267471,5000000000,26828
264840,26985,264031,5000000000,26484
266310,26985,265501,5000000000,26631
268230,26985,267421,5000000000,26823
267370,26985,266561,5000000000,26737
265990,26985,265181,5000000000,26599
267070,26985,266261,5000000000,26707
264850,26985,264041,5000000000,26485
265320,26985,264511,5000000000,26532
265140,26985,264331,5000000000,26514
266870,26985,266061,5000000000,26687
265640,26985,264831,5000000000,26564
265540,26985,264731,5000000000,26554
267380,26985,266571,5000000000,26738
267350,26987,266541,5000000000,26735
265610,26987,264801,5000000000,26561
266440,26987,265631,5000000000,26644
267680,26987,266871,5000000000,26768
264400,26987,263591,5000000000,26440
264370,26987,263561,5000000000,26437
267080,26987,266271,5000000000,26708
265960,26987,265151,5000000000,26596
265010,26987,264201,5000000000,26501
264540,26987,263731,5000000000,26454
266520,26987,265711,5000000000,26652
268250,26987,267441,5000000000,26825
267230,26987,266421,5000000000,26723
265020,26987,264211,5000000000,26502
268020,26987,267211,5000000000,26802
265550,26987,264741,5000000000,26555
265880,26987,265071,5000000000,26588
268200,26987,267391,5000000000,26820
266500,26987,265691,5000000000,26650
264700,26987,263891,5000000000,26470
269841,26989,264901,1450000000000,26984
269891,26990,264901,1350000000000,26989
269901,26991,264901,1250000000000,26990
269911,26992,264901,1150000000000,26991
269921,26994,264901,1050000000000,26992
266920,26995,266111,5000000000,26692
266230,26995,265421,5000000000,26623
265810,26995,265001,5000000000,26581
266430,26995,265621,5000000000,26643
266090,26995,265281,5000000000,26609
268160,26995,267351,5000000000,26816
267190,26995,266381,5000000000,26719
267670,26995,266861,5000000000,26767
264260,26995,263451,5000000000,26426
267880,26995,267071,5000000000,26788
269941,26995,264901,950000000000,26994
268340,27120,267531,5000000000,26834
271200,27123,270312,2000000000,27120
271201,27123,267531,3000000000,27120
268540,27127,267731,5000000000,26854
269290,27127,268481,5000000000,26929
269660,27127,268851,5000000000,26966
269270,27127,268461,5000000000,26927
269310,27127,268501,5000000000,26931
269400,27127,268591,5000000000,26940
268770,27127,267961,5000000000,26877
269640,27127,268831,5000000000,26964
268640,27127,267831,5000000000,26864
268630,27127,267821,5000000000,26863
273760,27707,272851,5000000000,27376
271630,27707,270721,5000000000,27163
274200,27707,273291,5000000000,27420
274610,27707,273701,5000000000,27461
273470,27707,272561,5000000000,27347
273200,27707,272291,5000000000,27320
271730,27707,270821,5000000000,27173
274990,27707,274081,5000000000,27499
269870,27707,269032,100000000000,26987
273080,27707,272171,5000000000,27308
272400,27707,271491,5000000000,27240
272300,27707,271391,5000000000,27230
274590,27707,273681,5000000000,27459
273880,27707,272971,5000000000,27388
274660,27707,273751,5000000000,27466
275170,27707,274261,5000000000,27517
271320,27707,270411,5000000000,27132
272330,27707,271421,5000000000,27233
272830,27707,271921,5000000000,27283
271290,27707,270381,5000000000,27129
274970,27707,274061,5000000000,27497
272660,27707,271751,5000000000,27266
270850,27707,269961,5000000000,27085
273570,27707,272661,5000000000,27357
273400,27707,272491,5000000000,27340
272600,27707,271691,5000000000,27260
270880,27707,269991,5000000000,27088
271680,27707,270771,5000000000,27168
269910,27707,269032,100000000000,26991
269920,27707,269032,100000000000,26992
269940,27707,269032,100000000000,26994
274860,27707,273951,5000000000,27486
273100,27707,272191,5000000000,27310
271490,27707,270581,5000000000,27149
272390,27707,271481,5000000000,27239
269850,27707,269032,100000000000,26985
269840,27707,269032,100000000000,26984
273180,27707,272271,5000000000,27318
273960,27707,273051,5000000000,27396
272730,27707,271821,5000000000,27273
271910,27707,271001,5000000000,27191
273950,27707,273041,5000000000,27395
271570,27707,270661,5000000000,27157
273270,27707,272361,5000000000,27327
271590,27707,270681,5000000000,27159
274800,27707,273891,5000000000,27480
273370,27707,272461,5000000000,27337
271710,27707,270801,5000000000,27171
275120,27707,274211,5000000000,27512
270610,27707,269721,5000000000,27061
270860,27707,269971,5000000000,27086
274690,27707,273781,5000000000,27469
275230,27707,274321,5000000000,27523
274760,27707,273851,5000000000,27476
272620,27707,271711,5000000000,27262
271270,27707,269032,50000000000,27127
274420,27707,273511,5000000000,27442
271980,27707,271071,5000000000,27198
271360,27707,270451,5000000000,27136
270810,27707,269921,5000000000,27081
275050,27707,274141,5000000000,27505
269950,27707,269032,1000000000000,26995
273050,27707,272141,5000000000,27305
274040,27707,273131,5000000000,27404
274570,27707,273661,5000000000,27457
271460,27707,270551,5000000000,27146
269890,27707,269032,100000000000,26989
272710,27707,271801,5000000000,27271
274810,27707,273901,5000000000,27481
269900,27707,269032,100000000000,26990
275210,27707,274301,5000000000,27521
271410,27707,270501,5000000000,27141
273070,27707,272161,5000000000,27307
272870,27707,271961,5000000000,27287
272750,27707,271841,5000000000,27275
271750,27707,270841,5000000000,27175
273750,27707,272841,5000000000,27375
275370,27711,274461,5000000000,27537
275670,27711,274761,5000000000,27567
275610,27711,274701,5000000000,27561
275750,27711,274841,5000000000,27575
275790,27711,274881,5000000000,27579
275820,27711,274911,5000000000,27582
275710,27711,274801,5000000000,27571
275580,27711,274671,5000000000,27558
275470,27711,274561,5000000000,27547
275650,27711,274741,5000000000,27565
275450,27711,274541,5000000000,27545
275630,27711,274721,5000000000,27563
275510,27711,274601,5000000000,27551
277070,27711,276162,2185000000000,27707
206170,28691,205601,5000000000,20617
174050,28691,173541,5000000000,17405
137970,28691,137501,5000000000,13797
186420,28691,185861,5000000000,18642
204350,28691,203781,5000000000,20435
212200,28691,211621,5000000000,21220
233280,28691,232621,5000000000,23328
276290,28691,275381,5000000000,27629
242660,28691,241931,5000000000,24266
228060,28691,227421,5000000000,22806
230310,28691,229671,5000000000,23031
249730,28691,248981,5000000000,24973
170550,28691,170041,5000000000,17055
223060,28691,222431,5000000000,22306
201670,28691,201101,5000000000,20167
255520,28691,254751,5000000000,25552
109290,28691,108911,5000000000,10929
223230,28691,222601,5000000000,22323
157690,28691,157191,5000000000,15769
243920,28691,243181,5000000000,24392
156640,28691,156141,5000000000,15664
153230,28691,152731,5000000000,15323
160900,28691,160401,5000000000,16090
249890,28691,249141,5000000000,24989
195850,28691,195291,5000000000,19585
140480,28691,140011,5000000000,14048
137480,28691,137011,5000000000,13748
172310,28691,171801,5000000000,17231
246730,28691,245981,5000000000,24673
202850,28691,202281,5000000000,20285
200970,28691,200401,5000000000,20097
210210,28691,209631,5000000000,21021
176810,28691,176301,5000000000,17681
132670,28691,132221,5000000000,13267
114060,28691,113681,5000000000,11406
177540,28691,177031,5000000000,17754
254090,28691,253321,5000000000,25409
170250,28691,169741,5000000000,17025
235690,28691,235021,5000000000,23569
251840,28691,251081,5000000000,25184
259730,28691,258941,5000000000,25973
225030,28691,224401,5000000000,22503
137620,28691,137151,5000000000,13762
136930,28691,136461,5000000000,13693
221010,28691,220391,5000000000,22101
177570,28691,177061,5000000000,17757
188060,28691,187501,5000000000,18806
114330,28691,113951,5000000000,11433
233590,28691,232931,5000000000,23359
265070,28691,264261,5000000000,26507
237350,28691,236671,5000000000,23735
178460,28691,177951,5000000000,17846
241860,28691,241131,5000000000,24186
277590,28691,276681,5000000000,27759
215610,28691,215031,5000000000,21561
229670,28691,229031,5000000000,22967
123380,28691,122961,5000000000,12338
137000,28691,136531,5000000000,13700
214620,28691,214041,5000000000,21462
214490,28691,213911,5000000000,21449
106520,28691,106151,5000000000,10652
137730,28691,137261,5000000000,13773
199810,28691,199251,5000000000,19981
180900,28691,180371,5000000000,18090
224410,28691,223781,5000000000,22441
276510,28691,275601,5000000000,27651
253770,28691,253001,5000000000,25377
248610,28691,247861,5000000000,24861
205670,28691,205101,5000000000,20567
133970,28691,133521,5000000000,13397
147790,28691,147291,5000000000,14779
215740,28691,215161,5000000000,21574
235420,28691,118312,40000000000,23542
205160,28691,204591,5000000000,20516
147870,28691,147371,5000000000,14787
118130,28691,117711,5000000000,11813
173880,28691,173371,5000000000,17388
215520,28691,214941,5000000000,21552
250160,28691,249401,5000000000,25016
205380,28691,204811,5000000000,20538
203260,28691,202691,5000000000,20326
137070,28691,136601,5000000000,13707
231760,28691,231111,5000000000,23176
205960,28691,205391,5000000000,20596
244950,28691,244211,5000000000,24495
113660,28691,113281,5000000000,11366
126690,28691,126251,5000000000,12669
241880,28691,241151,5000000000,24188
262850,28691,262041,5000000000,26285
281720,28691,280811,5000000000,28172
140970,28691,140501,5000000000,14097
211410,28691,210831,5000000000,21141
185090,28691,184541,5000000000,18509
203270,28691,202701,5000000000,20327
105930,28691,105561,5000000000,10593
204820,28691,204251,5000000000,20482
229720,28691,229081,5000000000,22972
254120,28691,253351,5000000000,25412
281370,28691,280461,5000000000,28137
238910,28691,238211,5000000000,23891
199740,28691,199181,5000000000,19974
151950,28691,151451,5000000000,15195
215660,28691,215081,5000000000,21566
211980,28691,211401,5000000000,21198
154780,28691,154281,5000000000,15478
218430,28691,217831,5000000000,21843
134210,28691,133751,5000000000,13421
234660,28691,234001,5000000000,23466
110640,28691,110261,5000000000,11064
215670,28691,215091,5000000000,21567
261460,28691,260671,5000000000,26146
166340,28691,165831,5000000000,16634
141060,28691,140591,5000000000,14106
214640,28691,214061,5000000000,21464
196600,28691,196041,5000000000,19660
214790,28691,214211,5000000000,21479
160450,28691,159951,5000000000,16045
250480,28691,249721,5000000000,25048
222330,28691,221711,5000000000,22233
210930,28691,210351,5000000000,21093
133840,28691,133391,5000000000,13384
170010,28691,169501,5000000000,17001
223920,28691,223291,5000000000,22392
221270,28691,220651,5000000000,22127
233930,28691,233271,5000000000,23393
154790,28691,154291,5000000000,15479
178350,28691,177841,5000000000,17835
200320,28691,199751,5000000000,20032
238090,28691,237391,5000000000,23809
221210,28691,220591,5000000000,22121
158430,28691,157931,5000000000,15843
281590,28691,280681,5000000000,28159
157400,28691,156901,5000000000,15740
192340,28691,191781,5000000000,19234
246920,28691,246171,5000000000,24692
187060,28691,186501,5000000000,18706
224700,28691,224071,5000000000,22470
195520,28691,194961,5000000000,19552
225520,28691,224891,5000000000,22552
225530,28691,118312,65000000000,22553
277770,28691,276861,5000000000,27777
243710,28691,118312,50000000000,24371
249850,28691,249101,5000000000,24985
226400,28691,225761,5000000000,22640
191420,28691,190861,5000000000,19142
215020,28691,214441,5000000000,21502
124220,28691,123781,5000000000,12422
181180,28691,180651,5000000000,18118
276100,28691,275191,5000000000,27610
124390,28691,123951,5000000000,12439
273980,28691,273071,5000000000,27398
220870,28691,220251,5000000000,22087
256930,28691,256151,5000000000,25693
280030,28691,279121,5000000000,28003
208160,28691,207591,5000000000,20816
283990,28691,283081,5000000000,28399
261440,28691,260651,5000000000,26144
207740,28691,207171,5000000000,20774
152120,28691,151621,5000000000,15212
255090,28691,254321,5000000000,25509
278520,28691,277611,5000000000,27852
230010,28691,229371,5000000000,23001
163930,28691,163421,5000000000,16393
237850,28691,118312,30000000000,23785
262740,28691,261941,5000000000,26274
187550,28691,186991,5000000000,18755
248290,28691,247541,5000000000,24829
285150,28691,284241,5000000000,28515
276320,28960,275411,5000000000,27632
281420,28960,280511,5000000000,28142
288010,28960,287111,5000000000,28801
280640,28960,279731,5000000000,28064
283690,28960,282781,5000000000,28369
287640,28960,286741,5000000000,28764
276530,28960,275621,5000000000,27653
288070,28960,287171,5000000000,28807
276270,28960,275361,5000000000,27627
279510,28960,278601,5000000000,27951
277180,28960,276271,5000000000,27718
285770,28960,284861,5000000000,28577
275990,28960,275081,5000000000,27599
287540,28960,286641,5000000000,28754
287830,28960,286931,5000000000,28783
279310,28960,278401,5000000000,27931
278290,28960,277381,5000000000,27829
283750,28960,282841,5000000000,28375
288620,28997,287721,5000000000,28862
289971,29004,289091,4000000000,28997
288770,29004,287871,5000000000,28877
289640,29204,288751,5000000000,28964
290740,29204,289851,5000000000,29074
290480,29204,289591,5000000000,29048
288440,29204,287541,5000000000,28844
290360,29204,289471,5000000000,29036
290170,29204,289281,5000000000,29017
289000,29204,288101,5000000000,28900
290420,29204,289531,5000000000,29042
290540,29204,289651,5000000000,29054
289990,29204,289111,5000000000,28999
288790,29204,287891,5000000000,28879
290640,29204,289751,5000000000,29064
290820,29204,289931,5000000000,29082
290080,29204,289191,5000000000,29008
290330,29204,289441,5000000000,29033
290440,29204,289551,5000000000,29044
289010,29204,288111,5000000000,28901
288980,29204,288081,5000000000,28898
290060,29204,289171,5000000000,29006
289940,29204,289051,5000000000,28994
290050,29262,289161,5000000000,29005
289590,29262,288691,5000000000,28959
290910,29262,290021,5000000000,29091
290270,29262,289381,5000000000,29027
290860,29262,289971,5000000000,29086
290990,29262,290101,5000000000,29099
290850,29262,289961,5000000000,29085
291070,29262,290181,5000000000,29107
291060,29262,290171,5000000000,29106
291390,29262,290501,5000000000,29139
291210,29316,290321,5000000000,29121
293161,29320,290321,4900000000,29316
289970,29321,289082,1000000000,28997
291580,29321,290691,5000000000,29158
291000,29321,290111,5000000000,29100
290840,29321,289951,5000000000,29084
290650,29321,289761,5000000000,29065
291550,29321,290661,5000000000,29155
291030,29321,290141,5000000000,29103
292040,29321,289082,100000000000,29204
290040,29321,289082,9000000000,29004
292620,29321,289082,50000000000,29262
293201,29324,290321,4800000000,29320
293200,29330,292292,100000000,29320
293241,29363,290321,4700000000,29324
293300,29365,292391,100000000,29330
290770,29366,289881,5000000000,29077
293631,29366,290321,3700000000,29363
291180,29366,290291,5000000000,29118
290590,29366,289701,5000000000,29059
293650,29368,292731,100000000,29365
293680,29369,292761,100000000,29368
293630,29388,292292,1000000000,29363
289820,29409,288931,5000000000,28982
294090,29411,293162,1000000000,29409
292760,29633,291851,5000000000,29276
294220,29633,293291,5000000000,29422
294870,29633,293941,5000000000,29487
292750,29633,291841,5000000000,29275
292450,29633,291551,5000000000,29245
291930,29633,291041,5000000000,29193
292570,29633,291671,5000000000,29257
294580,29633,293651,5000000000,29458
294770,29633,293841,5000000000,29477
295080,29633,294151,5000000000,29508
294010,29633,293081,5000000000,29401
294590,29633,293661,5000000000,29459
291780,29633,290891,5000000000,29178
294850,29633,293921,5000000000,29485
292890,29633,291981,5000000000,29289
294360,29633,293431,5000000000,29436
294640,29633,293711,5000000000,29464
291990,29633,291101,5000000000,29199
291640,29633,290751,5000000000,29164
294130,29633,293201,5000000000,29413
291720,29633,290831,5000000000,29172
293820,29633,292901,5000000000,29382
293730,29633,292811,5000000000,29373
294230,29633,293301,5000000000,29423
291540,29633,290651,5000000000,29154
295020,29633,294091,5000000000,29502
